Epoch [1/800], Train Loss: 0.432025, Val Loss: 0.374289
Epoch [73/800], Train Loss: 0.002882, Val Loss: 0.002718
Epoch [74/800], Train Loss: 0.003012, Val Loss: 0.002542
Epoch [75/800], Train Loss: 0.002777, Val Loss: 0.002532
Epoch [76/800], Train Loss: 0.002882, Val Loss: 0.002521
Epoch [77/800], Train Loss: 0.002972, Val Loss: 0.002703
Epoch [78/800], Train Loss: 0.003060, Val Loss: 0.002678
Epoch [79/800], Train Loss: 0.002781, Val Loss: 0.002469
Epoch [80/800], Train Loss: 0.002904, Val Loss: 0.002663
Epoch [81/800], Train Loss: 0.002852, Val Loss: 0.002461
Epoch [82/800], Train Loss: 0.002770, Val Loss: 0.002475
Epoch [83/800], Train Loss: 0.002627, Val Loss: 0.002368
Epoch [84/800], Train Loss: 0.002616, Val Loss: 0.002419
Epoch [85/800], Train Loss: 0.002777, Val Loss: 0.002422
Epoch [86/800], Train Loss: 0.002504, Val Loss: 0.002349
Epoch [87/800], Train Loss: 0.002626, Val Loss: 0.002428
Epoch [88/800], Train Loss: 0.002698, Val Loss: 0.002336
Epoch [89/800], Train Loss: 0.002700, Val Loss: 0.002248
Epoch [90/800], Train Loss: 0.002701, Val Loss: 0.002409
Epoch [91/800], Train Loss: 0.002439, Val Loss: 0.002269
Epoch [92/800], Train Loss: 0.002661, Val Loss: 0.002333
Epoch [93/800], Train Loss: 0.002435, Val Loss: 0.002258
Epoch [94/800], Train Loss: 0.002535, Val Loss: 0.002444
Epoch [95/800], Train Loss: 0.002734, Val Loss: 0.002173
Epoch [96/800], Train Loss: 0.002560, Val Loss: 0.002343
Epoch [97/800], Train Loss: 0.002563, Val Loss: 0.002204
Epoch [98/800], Train Loss: 0.002325, Val Loss: 0.002254
Epoch [99/800], Train Loss: 0.002295, Val Loss: 0.002186
Epoch [100/800], Train Loss: 0.002285, Val Loss: 0.002149
Epoch [101/800], Train Loss: 0.002399, Val Loss: 0.002198
Epoch [102/800], Train Loss: 0.002164, Val Loss: 0.002185
Epoch [103/800], Train Loss: 0.002209, Val Loss: 0.002173
Epoch [104/800], Train Loss: 0.002245, Val Loss: 0.002247
Epoch [105/800], Train Loss: 0.002189, Val Loss: 0.002045
Epoch [106/800], Train Loss: 0.002470, Val Loss: 0.002344
Epoch [107/800], Train Loss: 0.002225, Val Loss: 0.002037
Epoch [108/800], Train Loss: 0.002238, Val Loss: 0.002142
Epoch [109/800], Train Loss: 0.002306, Val Loss: 0.002145
Epoch [110/800], Train Loss: 0.002258, Val Loss: 0.001971
Epoch [111/800], Train Loss: 0.002235, Val Loss: 0.002106
Epoch [112/800], Train Loss: 0.002184, Val Loss: 0.002026
Epoch [113/800], Train Loss: 0.002259, Val Loss: 0.001947
Epoch [114/800], Train Loss: 0.002066, Val Loss: 0.001999
Epoch [115/800], Train Loss: 0.002139, Val Loss: 0.002011
Epoch [116/800], Train Loss: 0.001999, Val Loss: 0.002045
Epoch [117/800], Train Loss: 0.002146, Val Loss: 0.001899
Epoch [118/800], Train Loss: 0.002035, Val Loss: 0.002008
Epoch [119/800], Train Loss: 0.002046, Val Loss: 0.002006
Epoch [120/800], Train Loss: 0.002161, Val Loss: 0.001946
Epoch [121/800], Train Loss: 0.002067, Val Loss: 0.001948
Epoch [122/800], Train Loss: 0.002456, Val Loss: 0.002493
Epoch [123/800], Train Loss: 0.002054, Val Loss: 0.001963
Epoch [124/800], Train Loss: 0.002080, Val Loss: 0.002177
Epoch [125/800], Train Loss: 0.002012, Val Loss: 0.001908
Epoch [126/800], Train Loss: 0.002102, Val Loss: 0.001881
Epoch [127/800], Train Loss: 0.001972, Val Loss: 0.002097
Epoch [128/800], Train Loss: 0.001898, Val Loss: 0.001855
Epoch [129/800], Train Loss: 0.001982, Val Loss: 0.001820
Epoch [130/800], Train Loss: 0.001973, Val Loss: 0.001870
Epoch [131/800], Train Loss: 0.001996, Val Loss: 0.001960
Epoch [132/800], Train Loss: 0.001896, Val Loss: 0.001985
Epoch [133/800], Train Loss: 0.001852, Val Loss: 0.001825
Epoch [134/800], Train Loss: 0.001991, Val Loss: 0.001773
Epoch [135/800], Train Loss: 0.002000, Val Loss: 0.001857
Epoch [136/800], Train Loss: 0.001972, Val Loss: 0.001933
Epoch [137/800], Train Loss: 0.001856, Val Loss: 0.002038
Epoch [138/800], Train Loss: 0.001953, Val Loss: 0.001812
Epoch [139/800], Train Loss: 0.002045, Val Loss: 0.001836
Epoch [140/800], Train Loss: 0.001864, Val Loss: 0.001896
Epoch [141/800], Train Loss: 0.001995, Val Loss: 0.001767
Epoch [142/800], Train Loss: 0.001911, Val Loss: 0.001836
Epoch [143/800], Train Loss: 0.001894, Val Loss: 0.002109
Epoch [144/800], Train Loss: 0.001893, Val Loss: 0.001733
Epoch [145/800], Train Loss: 0.001775, Val Loss: 0.001952
Epoch [146/800], Train Loss: 0.001857, Val Loss: 0.001892
Epoch [147/800], Train Loss: 0.001863, Val Loss: 0.001724
Epoch [148/800], Train Loss: 0.001750, Val Loss: 0.001849
Epoch [149/800], Train Loss: 0.001852, Val Loss: 0.001953
Epoch [150/800], Train Loss: 0.001721, Val Loss: 0.001726
Epoch [151/800], Train Loss: 0.001845, Val Loss: 0.001961
Epoch [152/800], Train Loss: 0.001763, Val Loss: 0.001898
Epoch [153/800], Train Loss: 0.001854, Val Loss: 0.001986
Epoch [154/800], Train Loss: 0.001807, Val Loss: 0.001969
Epoch [155/800], Train Loss: 0.001904, Val Loss: 0.002030
Epoch [156/800], Train Loss: 0.001848, Val Loss: 0.001812
Epoch [157/800], Train Loss: 0.001885, Val Loss: 0.001773
Epoch [158/800], Train Loss: 0.001766, Val Loss: 0.001935
Epoch [159/800], Train Loss: 0.001803, Val Loss: 0.001857
Epoch [160/800], Train Loss: 0.001735, Val Loss: 0.001684
Epoch [161/800], Train Loss: 0.001693, Val Loss: 0.001636
Epoch [162/800], Train Loss: 0.001588, Val Loss: 0.001677
Epoch [163/800], Train Loss: 0.001582, Val Loss: 0.001910
Epoch [164/800], Train Loss: 0.001615, Val Loss: 0.001613
Epoch [165/800], Train Loss: 0.001715, Val Loss: 0.001724
Epoch [166/800], Train Loss: 0.001657, Val Loss: 0.001602
Epoch [167/800], Train Loss: 0.001784, Val Loss: 0.001723
Epoch [168/800], Train Loss: 0.001716, Val Loss: 0.001799
Epoch [169/800], Train Loss: 0.001700, Val Loss: 0.001654
Epoch [170/800], Train Loss: 0.001720, Val Loss: 0.001621
Epoch [171/800], Train Loss: 0.001680, Val Loss: 0.001847
Epoch [172/800], Train Loss: 0.001746, Val Loss: 0.001550
Epoch [173/800], Train Loss: 0.001702, Val Loss: 0.001632
Epoch [174/800], Train Loss: 0.001632, Val Loss: 0.001716
Epoch [175/800], Train Loss: 0.001677, Val Loss: 0.001928
Epoch [176/800], Train Loss: 0.001738, Val Loss: 0.001548
Epoch [177/800], Train Loss: 0.001692, Val Loss: 0.001678
Epoch [178/800], Train Loss: 0.001646, Val Loss: 0.001604
Epoch [179/800], Train Loss: 0.001635, Val Loss: 0.001645
Epoch [180/800], Train Loss: 0.001603, Val Loss: 0.001659
Epoch [181/800], Train Loss: 0.001572, Val Loss: 0.001622
Epoch [182/800], Train Loss: 0.001635, Val Loss: 0.001620
Epoch [183/800], Train Loss: 0.001515, Val Loss: 0.001600
Epoch [184/800], Train Loss: 0.001535, Val Loss: 0.001499
Epoch [185/800], Train Loss: 0.001539, Val Loss: 0.001528
Epoch [186/800], Train Loss: 0.001533, Val Loss: 0.001609
Epoch [187/800], Train Loss: 0.001521, Val Loss: 0.001529
Epoch [188/800], Train Loss: 0.001573, Val Loss: 0.001545
Epoch [189/800], Train Loss: 0.001547, Val Loss: 0.001558
Epoch [190/800], Train Loss: 0.001438, Val Loss: 0.001507
Epoch [191/800], Train Loss: 0.001497, Val Loss: 0.001538
Epoch [192/800], Train Loss: 0.001502, Val Loss: 0.001695
Epoch [193/800], Train Loss: 0.001600, Val Loss: 0.001750
Epoch [194/800], Train Loss: 0.001810, Val Loss: 0.001658
Epoch [195/800], Train Loss: 0.001777, Val Loss: 0.001609
Epoch [196/800], Train Loss: 0.001526, Val Loss: 0.001593
Epoch [197/800], Train Loss: 0.001636, Val Loss: 0.001825
Epoch [198/800], Train Loss: 0.001589, Val Loss: 0.001422
Epoch [199/800], Train Loss: 0.001458, Val Loss: 0.001689
Epoch [200/800], Train Loss: 0.001503, Val Loss: 0.001714
Epoch [201/800], Train Loss: 0.001660, Val Loss: 0.001496
Epoch [202/800], Train Loss: 0.001565, Val Loss: 0.001743
Epoch [203/800], Train Loss: 0.001474, Val Loss: 0.001452
Epoch [204/800], Train Loss: 0.001553, Val Loss: 0.001455
Epoch [205/800], Train Loss: 0.001621, Val Loss: 0.001540
Epoch [206/800], Train Loss: 0.001428, Val Loss: 0.001457
Epoch [207/800], Train Loss: 0.001488, Val Loss: 0.001592
Epoch [208/800], Train Loss: 0.001438, Val Loss: 0.001575
Epoch [209/800], Train Loss: 0.001643, Val Loss: 0.001739
Epoch [210/800], Train Loss: 0.001618, Val Loss: 0.001499
Epoch [211/800], Train Loss: 0.001391, Val Loss: 0.001472
Epoch [212/800], Train Loss: 0.001711, Val Loss: 0.001768
Epoch [213/800], Train Loss: 0.001591, Val Loss: 0.001627
Epoch [214/800], Train Loss: 0.001532, Val Loss: 0.001987
Epoch [215/800], Train Loss: 0.001804, Val Loss: 0.001904
Epoch [216/800], Train Loss: 0.001520, Val Loss: 0.001382
Epoch [217/800], Train Loss: 0.001547, Val Loss: 0.001420
Epoch [218/800], Train Loss: 0.001461, Val Loss: 0.001383
Epoch [219/800], Train Loss: 0.001453, Val Loss: 0.001627
Epoch [220/800], Train Loss: 0.001448, Val Loss: 0.001729
Epoch [221/800], Train Loss: 0.001655, Val Loss: 0.001846
Epoch [222/800], Train Loss: 0.001505, Val Loss: 0.001529
Epoch [223/800], Train Loss: 0.001401, Val Loss: 0.001459
Epoch [224/800], Train Loss: 0.001375, Val Loss: 0.001390
Epoch [225/800], Train Loss: 0.001457, Val Loss: 0.001557
Epoch [226/800], Train Loss: 0.001367, Val Loss: 0.001319
Epoch [227/800], Train Loss: 0.001461, Val Loss: 0.001462
Epoch [228/800], Train Loss: 0.001478, Val Loss: 0.001584
Epoch [229/800], Train Loss: 0.001453, Val Loss: 0.001508
Epoch [230/800], Train Loss: 0.001493, Val Loss: 0.001746
Epoch [231/800], Train Loss: 0.001362, Val Loss: 0.001461
Epoch [232/800], Train Loss: 0.001455, Val Loss: 0.001272
Epoch [233/800], Train Loss: 0.001451, Val Loss: 0.001502
Epoch [234/800], Train Loss: 0.001433, Val Loss: 0.001289
Epoch [235/800], Train Loss: 0.001415, Val Loss: 0.001286
Epoch [236/800], Train Loss: 0.001393, Val Loss: 0.001331
Epoch [237/800], Train Loss: 0.001537, Val Loss: 0.001866
Epoch [238/800], Train Loss: 0.001446, Val Loss: 0.001275
Epoch [239/800], Train Loss: 0.001482, Val Loss: 0.001294
Epoch [240/800], Train Loss: 0.001407, Val Loss: 0.001397
Epoch [241/800], Train Loss: 0.001395, Val Loss: 0.001379
Epoch [242/800], Train Loss: 0.001356, Val Loss: 0.001343
Epoch [243/800], Train Loss: 0.001432, Val Loss: 0.001354
Epoch [244/800], Train Loss: 0.001466, Val Loss: 0.002041
Epoch [245/800], Train Loss: 0.001390, Val Loss: 0.001371
Epoch [246/800], Train Loss: 0.001333, Val Loss: 0.001267
Epoch [247/800], Train Loss: 0.001172, Val Loss: 0.001263
Epoch [248/800], Train Loss: 0.001424, Val Loss: 0.001346
Epoch [249/800], Train Loss: 0.001374, Val Loss: 0.001475
Epoch [250/800], Train Loss: 0.001380, Val Loss: 0.001241
Epoch [251/800], Train Loss: 0.001271, Val Loss: 0.001427
Epoch [252/800], Train Loss: 0.001332, Val Loss: 0.001267
Epoch [253/800], Train Loss: 0.001505, Val Loss: 0.001341
Epoch [254/800], Train Loss: 0.001387, Val Loss: 0.001144
Epoch [255/800], Train Loss: 0.001490, Val Loss: 0.001261
Epoch [256/800], Train Loss: 0.001383, Val Loss: 0.001439
Epoch [257/800], Train Loss: 0.001357, Val Loss: 0.001293
Epoch [258/800], Train Loss: 0.001370, Val Loss: 0.001258
Epoch [259/800], Train Loss: 0.001573, Val Loss: 0.001726
Epoch [260/800], Train Loss: 0.001325, Val Loss: 0.001291
Epoch [261/800], Train Loss: 0.001342, Val Loss: 0.001415
Epoch [262/800], Train Loss: 0.001264, Val Loss: 0.001247
Epoch [263/800], Train Loss: 0.001348, Val Loss: 0.001417
Epoch [264/800], Train Loss: 0.001409, Val Loss: 0.001224
Epoch [265/800], Train Loss: 0.001311, Val Loss: 0.001213
Epoch [266/800], Train Loss: 0.001218, Val Loss: 0.001222
Epoch [267/800], Train Loss: 0.001221, Val Loss: 0.001271
Epoch [268/800], Train Loss: 0.001251, Val Loss: 0.001327
Epoch [269/800], Train Loss: 0.001333, Val Loss: 0.001336
Epoch [270/800], Train Loss: 0.001220, Val Loss: 0.001177
Epoch [271/800], Train Loss: 0.001152, Val Loss: 0.001308
Epoch [272/800], Train Loss: 0.001199, Val Loss: 0.001165
Epoch [273/800], Train Loss: 0.001188, Val Loss: 0.001274
Epoch [274/800], Train Loss: 0.001317, Val Loss: 0.001362
Epoch [275/800], Train Loss: 0.001264, Val Loss: 0.001137
Epoch [276/800], Train Loss: 0.001189, Val Loss: 0.001206
Epoch [277/800], Train Loss: 0.001175, Val Loss: 0.001212
Epoch [278/800], Train Loss: 0.001189, Val Loss: 0.001347
Epoch [279/800], Train Loss: 0.001218, Val Loss: 0.001176
Epoch [280/800], Train Loss: 0.001350, Val Loss: 0.001282
Epoch [281/800], Train Loss: 0.001234, Val Loss: 0.001206
Epoch [282/800], Train Loss: 0.001185, Val Loss: 0.001259
Epoch [283/800], Train Loss: 0.001153, Val Loss: 0.001334
Epoch [284/800], Train Loss: 0.001275, Val Loss: 0.001320
Epoch [285/800], Train Loss: 0.001458, Val Loss: 0.001329
Epoch [286/800], Train Loss: 0.001269, Val Loss: 0.001226
Epoch [287/800], Train Loss: 0.001305, Val Loss: 0.001427
Epoch [288/800], Train Loss: 0.001257, Val Loss: 0.001356
Epoch [289/800], Train Loss: 0.001238, Val Loss: 0.001314
Epoch [290/800], Train Loss: 0.001321, Val Loss: 0.001305
Epoch [291/800], Train Loss: 0.001251, Val Loss: 0.001199
Epoch [292/800], Train Loss: 0.001163, Val Loss: 0.001492
Epoch [293/800], Train Loss: 0.001200, Val Loss: 0.001098
Epoch [294/800], Train Loss: 0.001140, Val Loss: 0.001073
Epoch [295/800], Train Loss: 0.001322, Val Loss: 0.001409
Epoch [296/800], Train Loss: 0.001231, Val Loss: 0.001260
Epoch [297/800], Train Loss: 0.001217, Val Loss: 0.001222
Epoch [298/800], Train Loss: 0.001738, Val Loss: 0.001439
Epoch [299/800], Train Loss: 0.001390, Val Loss: 0.001485
Epoch [300/800], Train Loss: 0.001273, Val Loss: 0.001221
Epoch [301/800], Train Loss: 0.001401, Val Loss: 0.001520
Epoch [302/800], Train Loss: 0.001214, Val Loss: 0.001102
Epoch [303/800], Train Loss: 0.001150, Val Loss: 0.001103
Epoch [304/800], Train Loss: 0.001125, Val Loss: 0.001268
Epoch [305/800], Train Loss: 0.001185, Val Loss: 0.001151
Epoch [306/800], Train Loss: 0.001286, Val Loss: 0.001519
Epoch [307/800], Train Loss: 0.001218, Val Loss: 0.001348
Epoch [308/800], Train Loss: 0.001154, Val Loss: 0.001127
Epoch [309/800], Train Loss: 0.001133, Val Loss: 0.001115
Epoch [310/800], Train Loss: 0.001070, Val Loss: 0.001064
Epoch [311/800], Train Loss: 0.001163, Val Loss: 0.001157
Epoch [312/800], Train Loss: 0.001201, Val Loss: 0.001045
Epoch [313/800], Train Loss: 0.001226, Val Loss: 0.001043
Epoch [314/800], Train Loss: 0.001249, Val Loss: 0.001103
Epoch [315/800], Train Loss: 0.001344, Val Loss: 0.001019
Epoch [316/800], Train Loss: 0.001144, Val Loss: 0.001091
Epoch [317/800], Train Loss: 0.001137, Val Loss: 0.001127
Epoch [318/800], Train Loss: 0.001168, Val Loss: 0.001481
Epoch [319/800], Train Loss: 0.001075, Val Loss: 0.001084
Epoch [320/800], Train Loss: 0.001184, Val Loss: 0.001165
Epoch [321/800], Train Loss: 0.001144, Val Loss: 0.001116
Epoch [322/800], Train Loss: 0.001078, Val Loss: 0.001056
Epoch [323/800], Train Loss: 0.001054, Val Loss: 0.001080
Epoch [324/800], Train Loss: 0.001049, Val Loss: 0.001329
Epoch [325/800], Train Loss: 0.001297, Val Loss: 0.001123
Epoch [326/800], Train Loss: 0.001331, Val Loss: 0.001329
Epoch [327/800], Train Loss: 0.001247, Val Loss: 0.001038
Epoch [328/800], Train Loss: 0.001153, Val Loss: 0.001100
Epoch [329/800], Train Loss: 0.001156, Val Loss: 0.001092
Epoch [330/800], Train Loss: 0.001192, Val Loss: 0.001183
Epoch [331/800], Train Loss: 0.001062, Val Loss: 0.001075
Epoch [332/800], Train Loss: 0.001098, Val Loss: 0.001050
Epoch [333/800], Train Loss: 0.001166, Val Loss: 0.001069
Epoch [334/800], Train Loss: 0.001296, Val Loss: 0.001133
Epoch [335/800], Train Loss: 0.001294, Val Loss: 0.001489
Epoch [336/800], Train Loss: 0.001065, Val Loss: 0.001042
Epoch [337/800], Train Loss: 0.001123, Val Loss: 0.001065
Epoch [338/800], Train Loss: 0.001097, Val Loss: 0.001167
Epoch [339/800], Train Loss: 0.001187, Val Loss: 0.001116
Epoch [340/800], Train Loss: 0.001300, Val Loss: 0.001047
Epoch [341/800], Train Loss: 0.001135, Val Loss: 0.001133
Epoch [342/800], Train Loss: 0.001105, Val Loss: 0.001170
Epoch [343/800], Train Loss: 0.001152, Val Loss: 0.001198
Epoch [344/800], Train Loss: 0.001135, Val Loss: 0.001324
Epoch [345/800], Train Loss: 0.001113, Val Loss: 0.001009
Epoch [346/800], Train Loss: 0.001059, Val Loss: 0.001070
Epoch [347/800], Train Loss: 0.001061, Val Loss: 0.001034
Epoch [348/800], Train Loss: 0.001132, Val Loss: 0.001004
Epoch [349/800], Train Loss: 0.000995, Val Loss: 0.001118
Epoch [350/800], Train Loss: 0.001058, Val Loss: 0.000964
Epoch [351/800], Train Loss: 0.001044, Val Loss: 0.000994
Epoch [352/800], Train Loss: 0.001028, Val Loss: 0.001033
Epoch [353/800], Train Loss: 0.001086, Val Loss: 0.001007
Epoch [354/800], Train Loss: 0.001071, Val Loss: 0.001075
Epoch [355/800], Train Loss: 0.001147, Val Loss: 0.001304
Epoch [356/800], Train Loss: 0.001103, Val Loss: 0.001041
Epoch [357/800], Train Loss: 0.001004, Val Loss: 0.001128
Epoch [358/800], Train Loss: 0.001027, Val Loss: 0.001032
Epoch [359/800], Train Loss: 0.001022, Val Loss: 0.001017
Epoch [360/800], Train Loss: 0.000993, Val Loss: 0.000997
Epoch [361/800], Train Loss: 0.001011, Val Loss: 0.001134
Epoch [362/800], Train Loss: 0.001026, Val Loss: 0.000909
Epoch [363/800], Train Loss: 0.001033, Val Loss: 0.000978
Epoch [364/800], Train Loss: 0.001006, Val Loss: 0.000966
Epoch [365/800], Train Loss: 0.000991, Val Loss: 0.000922
Epoch [366/800], Train Loss: 0.000998, Val Loss: 0.000933
Epoch [367/800], Train Loss: 0.001028, Val Loss: 0.000927
Epoch [368/800], Train Loss: 0.001210, Val Loss: 0.001168
Epoch [369/800], Train Loss: 0.001036, Val Loss: 0.001137
Epoch [370/800], Train Loss: 0.001017, Val Loss: 0.000918
Epoch [371/800], Train Loss: 0.001054, Val Loss: 0.000921
Epoch [372/800], Train Loss: 0.001124, Val Loss: 0.001050
Epoch [373/800], Train Loss: 0.001043, Val Loss: 0.001016
Epoch [374/800], Train Loss: 0.001101, Val Loss: 0.001059
Epoch [375/800], Train Loss: 0.001139, Val Loss: 0.001107
Epoch [376/800], Train Loss: 0.001386, Val Loss: 0.001440
Epoch [377/800], Train Loss: 0.001114, Val Loss: 0.001209
Epoch [378/800], Train Loss: 0.001100, Val Loss: 0.000986
Epoch [379/800], Train Loss: 0.001070, Val Loss: 0.001027
Epoch [380/800], Train Loss: 0.001148, Val Loss: 0.001102
Epoch [381/800], Train Loss: 0.001150, Val Loss: 0.001283
Epoch [382/800], Train Loss: 0.001082, Val Loss: 0.000986
Epoch [383/800], Train Loss: 0.001014, Val Loss: 0.001123
Epoch [384/800], Train Loss: 0.001063, Val Loss: 0.001025
Epoch [385/800], Train Loss: 0.001028, Val Loss: 0.001016
Epoch [386/800], Train Loss: 0.000962, Val Loss: 0.000938
Epoch [387/800], Train Loss: 0.001050, Val Loss: 0.000943
Epoch [388/800], Train Loss: 0.000992, Val Loss: 0.001100
Epoch [389/800], Train Loss: 0.001097, Val Loss: 0.001058
Epoch [390/800], Train Loss: 0.000953, Val Loss: 0.000883
Epoch [391/800], Train Loss: 0.001080, Val Loss: 0.000988
Epoch [392/800], Train Loss: 0.001023, Val Loss: 0.000913
Epoch [393/800], Train Loss: 0.000964, Val Loss: 0.000944
Epoch [394/800], Train Loss: 0.000940, Val Loss: 0.000917
Epoch [395/800], Train Loss: 0.000976, Val Loss: 0.000886
Epoch [396/800], Train Loss: 0.001041, Val Loss: 0.001033
Epoch [397/800], Train Loss: 0.001090, Val Loss: 0.000988
Epoch [398/800], Train Loss: 0.000905, Val Loss: 0.000972
Epoch [399/800], Train Loss: 0.000964, Val Loss: 0.000904
Epoch [400/800], Train Loss: 0.000925, Val Loss: 0.000987
Epoch [401/800], Train Loss: 0.001019, Val Loss: 0.000903
Epoch [402/800], Train Loss: 0.001033, Val Loss: 0.000957
Epoch [403/800], Train Loss: 0.000924, Val Loss: 0.000900
Epoch [404/800], Train Loss: 0.000888, Val Loss: 0.000918
Epoch [405/800], Train Loss: 0.001000, Val Loss: 0.001044
Epoch [406/800], Train Loss: 0.000939, Val Loss: 0.000938
Epoch [407/800], Train Loss: 0.001061, Val Loss: 0.000909
Epoch [408/800], Train Loss: 0.000954, Val Loss: 0.000960
Epoch [409/800], Train Loss: 0.000989, Val Loss: 0.001089
Epoch [410/800], Train Loss: 0.000911, Val Loss: 0.000907
Epoch [411/800], Train Loss: 0.001093, Val Loss: 0.001085
Epoch [412/800], Train Loss: 0.001004, Val Loss: 0.001043
Epoch [413/800], Train Loss: 0.001100, Val Loss: 0.000939
Epoch [414/800], Train Loss: 0.001046, Val Loss: 0.000992
Epoch [415/800], Train Loss: 0.001069, Val Loss: 0.000969
Epoch [416/800], Train Loss: 0.001046, Val Loss: 0.001092
Epoch [417/800], Train Loss: 0.001006, Val Loss: 0.000961
Epoch [418/800], Train Loss: 0.001089, Val Loss: 0.001081
Epoch [419/800], Train Loss: 0.001018, Val Loss: 0.001093
Epoch [420/800], Train Loss: 0.000948, Val Loss: 0.000919
Epoch [421/800], Train Loss: 0.000998, Val Loss: 0.001031
Epoch [422/800], Train Loss: 0.000910, Val Loss: 0.000882
Epoch [423/800], Train Loss: 0.000944, Val Loss: 0.000875
